provincia,cantidad,promedio_matematica,promedio_lengua,promedio_nse,proporcion_ambito_rural,proporcion_sector_estatal
SFE,7263,475.6245247900324,496.59987498554284,0.1807656703376869,0.09761806416081509,0.7167836981963376
CHA,2737,449.32104690537017,469.59076435878586,-0.28663454775579095,0.2320058458165875,0.8615272195834855
